area_name,area_m2,area_km2,valid_cells,elev_min,elev_p5,elev_mean,elev_p95,elev_max,elev_std,relief_p95_p5_m,relief_max_min_m,slope_mean_deg,slope_p95_deg,slope_std_deg,rough_mean_m,rough_p95_m,rough_std_m,stream_length_m,stream_density_m_per_km2
parcel,80361.23210044966,0.08036123210044967,80359,190.63951147461455,190.92750935059183,196.27099063606707,219.84607543945307,252.641845703125,9.320302599541222,28.91856608886124,62.00233422851045,7.151842285096385,37.4508892059326,12.059977272995182,3.58631076309747,9.570520210266112,2.6560881560573995,770.6061172698015,9589.277032320284
local_aoi,1165690.3146976982,1.1656903146976982,1165697,188.73031616210938,190.32820739746094,234.35860285816602,390.9069519042968,467.9247131347656,67.36433262790565,200.57874450683587,279.19439697265625,14.10652073220026,40.369102478027344,14.961077604818202,5.113133688829117,11.19108543395996,3.383960764711387,16101.708928659204,13813.024544889442
context_aoi,18680569.91550477,18.68056991550477,2014924,188.298048828125,190.43492126464844,241.890850346572,423.8348693847656,494.1123046875,75.77332218756605,233.3999481201172,305.814255859375,14.367205071269744,40.68564529418945,15.229267332618921,5.205644964010405,11.802611923217771,3.6022027131746412,24724.206332605325,1323.5252695413951
